batch_id,timestamp,reading1,reading2,reading3,reading4,reading5,reading6,reading7,reading8,reading9,reading10
926,"00:35:01",5.653,11.022,4.059,11.711,9.755,-14.050,2.659,12.526,-14.691,-4.037
749,"00:35:01",-3.101,-11.651,-6.486,0.916,0.721,1.257,8.053,10.633,-14.670,14.171
493,"00:35:01",0.427,12.809,9.570,5.924,-13.72,-14.409,4.152,-3.44,2.890,7.55
782,"00:35:01",-11.46,-5.596,-10.08,9.116,5.91,-10.31,-8.18,11.947,-0.628,-10.201
156,"00:35:01",13.106,5.89,14.972,12.004,2.556,-1.907,9.50,-10.404,9.649,8.258
485,"00:35:01",-12.354,-0.191,-13.486,14.131,-11.164,11.761,13.978,14.506,7.350,-6.821
267,"00:35:01",-12.294,7.560,10.296,-14.504,9.602,2.716,8.151,5.758,5.387,4.360
444,"00:35:01",9.264,-1.730,-5.103,13.901,-5.219,13.251,-8.097,12.404,-0.434,-10.743
653,"00:35:01",14.452,-13.56,2.273,14.039,1.575,14.971,-5.814,-9.196,-14.023,11.61
324,"00:35:01",-6.362,-5.697,-7.594,13.725,-8.866,-13.395,13.057,13.941,10.873,8.729
694,"00:35:01",5.011,14.283,-11.489,8.813,-14.529,-11.632,10.648,-0.213,1.907,-6.805
334,"00:35:01",-13.460,4.807,-9.735,8.061,-5.26,3.881,-6.867,14.067,-0.493,-8.063
471,"00:35:01",12.456,10.503,-3.197,6.978,11.264,2.859,5.526,12.156,2.476,-5.089
708,"00:35:01",6.166,-6.083,-5.059,10.346,8.184,-0.594,0.152,2.625,-12.118,-8.264
464,"00:35:01",-5.764,-4.302,-7.918,4.303,0.828,1.946,-1.393,-10.183,-11.950,-1.573
383,"00:35:01",-2.48,-2.185,-9.755,-3.443,1.41,1.120,-10.501,10.634,8.33,9.61
101,"00:35:01",12.574,0.471,-14.691,4.069,3.593,3.519,-13.124,-11.207,-2.404,7.703
330,"00:35:01",6.227,3.09,13.679,0.210,11.775,-6.54,2.30,8.88,-0.196,-5.23
91,"00:35:01",-12.830,-2.545,-11.791,-14.318,10.247,3.975,-3.502,-10.117,-10.751,5.621
301,"00:35:01",10.782,-11.442,4.640,3.910,11.529,-8.161,3.214,-14.592,-4.340,-3.547
170,"00:35:01",-7.410,-12.889,-10.986,-10.656,-13.329,-10.449,-7.656,3.445,-11.106,7.096
937,"00:35:01",4.365,1.990,0.705,-2.418,2.346,-8.375,-2.762,-11.967,10.824,6.118
473,"00:35:01",-13.704,4.829,7.767,1.126,11.238,-13.987,-5.543,12.290,-14.009,9.946
845,"00:35:01",-14.470,-7.683,12.246,-14.792,-8.988,-12.391,2.652,-3.753,-2.181,10.332
815,"00:35:01",4.234,-7.752,6.880,-2.753,-3.572,-1.422,8.913,7.889,6.043,-11.264
139,"00:35:01",-13.067,7.968,-5.696,3.755,-9.377,-5.722,6.916,-7.972,14.646,-8.781
397,"00:35:01",-14.306,-1.691,-2.572,-4.138,-6.844,1.241,-8.132,-11.056,-7.676,5.537
104,"00:35:01",5.281,-2.385,5.515,7.753,-7.26,4.638,7.690,11.912,-13.501,2.246
160,"00:35:01",1.645,-3.60,6.011,-4.799,7.784,8.078,-0.02,-5.725,12.748,8.078
391,"00:35:01",5.119,-3.531,-14.505,9.404,10.893,-2.788,-9.870,6.318,1.304,-4.271
305,"00:35:01",-8.981,-0.357,1.263,-5.048,-7.228,-12.802,-3.172,-9.085,-12.123,11.760
747,"00:35:01",-8.883,-1.950,-8.877,-12.062,-4.306,5.087,10.800,12.531,-2.223,-7.132
737,"00:35:01",5.633,-14.510,-2.996,2.327,5.057,9.254,-0.263,-2.366,-0.506,-11.636
916,"00:35:01",3.935,13.054,-0.846,3.500,-10.657,-11.586,-3.069,8.549,-13.787,10.772
142,"00:35:01",11.37,0.530,-6.802,9.346,5.970,0.624,-0.325,0.848,8.48,-13.353
982,"00:35:01",-8.325,-10.722,14.506,7.643,-2.166,10.062,14.643,4.138,-11.777,-0.490
315,"00:35:01",11.566,-1.685,-10.597,9.118,-13.577,-8.114,7.776,12.020,-3.628,-6.858
407,"00:35:01",0.407,-1.827,-9.891,-10.377,-10.281,-2.086,2.395,-9.306,10.075,4.120
