batch_id,timestamp,reading1,reading2,reading3,reading4,reading5,reading6,reading7,reading8,reading9,reading10
522,"18:23:54",1.556,5.274,11.876,-4.472,-0.132,-6.305,8.899,14.441,-14.853,-7.391
873,"18:23:54",-10.301,8.067,-0.686,2.078,9.198,-5.147,10.464,-6.515,4.488,-5.720
358,"18:23:54",-3.452,2.405,-6.733,-1.096,12.207,-8.072,11.409,-8.449,8.502,11.178
493,"18:23:54",9.361,-13.660,3.642,-5.820,6.448,-4.645,-8.221,-4.670,14.518,4.059
938,"18:23:54",-1.581,-4.084,6.244,12.346,6.038,-7.186,-14.197,-13.510,-12.128,-2.166
724,"18:23:54",10.129,3.199,11.453,-3.668,0.483,13.611,-11.626,8.143,-11.421,7.714
267,"18:23:54",-3.152,8.030,8.449,12.346,-6.318,-9.946,8.119,0.642,6.113,-14.651
988,"18:23:54",1.664,1.005,2.595,-9.149,-1.211,-13.375,0.812,-1.141,11.195,-14.135
688,"18:23:54",-7.490,-13.656,9.327,0.814,0.610,13.594,3.085,0.698,-7.662,10.071
681,"18:23:54",2.846,11.375,12.788,13.757,13.806,-9.219,-4.902,0.003,11.554,-5.038
408,"18:23:54",-9.178,-5.214,-0.864,-14.629,-9.422,-9.316,-0.812,-7.178,2.975,-6.521
884,"18:23:54",-9.723,-2.160,-12.524,-11.277,-3.656,-7.040,-6.185,-10.464,3.067,5.398
835,"18:23:54",6.096,0.883,-9.467,-9.823,13.976,-4.943,13.457,-2.266,-5.432,-5.672
903,"18:23:54",-1.166,10.924,6.421,-5.654,3.889,-3.015,3.504,-10.564,7.109,4.809
12,"18:23:54",-6.526,9.034,10.661,-13.228,-11.776,-5.870,-12.947,-14.336,-5.031,-14.960
974,"18:23:54",-11.424,2.242,-1.295,-2.364,4.900,10.650,11.750,14.604,3.655,-11.906
501,"18:23:54",-10.873,14.152,-0.934,-0.811,-2.946,-11.456,-1.617,-0.555,1.854,-7.518
338,"18:23:54",13.271,-2.928,11.834,0.357,5.773,6.948,14.634,-7.972,-13.932,-8.394
638,"18:23:54",-10.879,-11.449,-8.551,6.551,2.779,-9.129,-1.004,1.680,6.132,-8.067
542,"18:23:54",-11.375,2.952,14.466,4.123,1.024,-12.262,3.553,12.836,-1.985,2.413
122,"18:23:54",-12.615,4.253,1.696,-7.971,-6.591,6.175,-7.317,-7.676,-13.422,6.162
854,"18:23:54",3.391,2.026,7.111,-8.089,8.595,9.662,-10.623,-9.656,0.247,14.182
860,"18:23:54",3.195,-14.149,7.711,-11.448,-6.197,-3.185,-3.319,-10.952,1.603,-3.904
303,"18:23:54",10.025,4.936,-9.603,3.691,-2.438,-4.274,-9.608,3.266,-7.859,1.279
678,"18:23:54",3.571,-8.511,11.684,-9.750,0.482,-2.415,-2.477,-11.065,1.922,5.664
9,"18:23:54",-12.192,-13.344,4.477,-0.114,4.811,-2.520,7.523,5.568,13.397,-3.143
604,"18:23:54",-1.733,-5.464,-12.498,-9.516,-11.796,0.864,-1.018,-10.040,10.188,-0.510
195,"18:23:54",11.447,3.318,11.868,14.563,2.205,9.014,-12.611,-6.575,9.567,-9.260
330,"18:23:54",2.335,-14.972,-5.717,13.797,5.169,-11.949,-5.797,-1.551,8.301,-11.158
104,"18:23:54",7.140,-9.375,4.808,3.254,-4.533,-2.035,12.633,-2.949,-6.942,3.259
324,"18:23:54",14.283,-2.038,-12.260,-14.356,0.353,-10.256,12.567,-0.360,-7.893,-5.759
413,"18:23:54",-9.647,0.905,-3.041,3.933,-8.470,-11.785,5.873,5.966,8.883,-2.886
50,"18:23:54",13.605,12.763,-8.056,8.872,2.860,-10.136,10.798,-8.375,7.645,-8.496
979,"18:23:54",-10.363,1.748,8.610,-12.058,-10.521,10.527,-7.415,4.419,-4.968,7.818
677,"18:23:54",-13.587,-9.581,-8.123,-0.829,-3.085,10.471,0.317,7.967,9.446,-8.546
184,"18:23:54",1.985,6.301,-5.265,-2.615,-7.396,-1.726,-5.098,6.951,13.045,-2.572
556,"18:23:54",10.168,-2.039,-2.161,-5.129,-9.555,-9.741,1.229,-6.959,-5.844,-7.932
574,"18:23:54",14.851,10.037,-13.008,10.712,-4.485,-9.806,-0.125,6.260,-6.158,9.113
333,"18:23:54",5.837,10.504,1.111,-6.001,9.263,-11.685,10.285,5.733,9.517,-0.487
729,"18:23:54",-9.415,-4.211,-2.168,-0.475,-7.363,-5.283,-8.860,-4.085,3.418,13.279
