batch_id,timestamp,reading1,reading2,reading3,reading4,reading5,reading6,reading7,reading8,reading9,reading10
46,"17:55:04",0.600,5.872,-4.572,14.279,-13.092,-8.231,-3.397,3.158,-13.626,4.403
942,"17:55:04",-11.346,-4.610,-8.372,14.66,3.575,1.769,-13.502,-1.824,-4.811,13.616
281,"17:55:04",0.261,-13.898,-2.332,-4.168,5.482,-3.173,7.141,-6.745,-14.466,-13.894
613,"17:55:04",-11.618,9.090,-10.370,-9.363,-5.425,12.893,3.802,-14.419,11.304,-10.636
378,"17:55:04",5.122,8.375,9.085,-10.223,-5.758,-5.350,-10.894,14.104,5.302,4.713
951,"17:55:04",14.837,6.826,-1.561,-1.57,-0.825,11.941,14.31,5.374,13.924,9.68
179,"17:55:04",14.968,-14.771,10.696,-4.958,-7.472,-8.583,14.470,11.407,6.061,5.668
685,"17:55:04",2.492,-10.377,-6.136,-13.057,1.982,11.764,-13.734,-14.731,7.776,10.500
843,"17:55:04",-13.698,-10.440,-8.961,8.218,-3.530,-5.425,5.383,-10.076,9.459,6.397
586,"17:55:04",3.693,-5.012,-10.630,10.612,5.581,-0.082,-1.957,1.608,-9.389,12.556
987,"17:55:04",7.588,-10.949,12.315,13.829,-11.734,-4.594,-1.459,-4.476,6.751,1.964
87,"17:55:04",-13.036,-6.283,-0.587,-9.409,11.495,-13.284,-7.523,0.647,10.329,12.747
36,"17:55:04",7.469,14.451,8.322,-12.814,-12.065,14.739,-9.315,11.307,5.890,-5.735
926,"17:55:04",8.304,0.610,2.226,-12.906,10.415,7.894,-14.149,-9.600,5.922,0.471
494,"17:55:04",4.689,-11.391,10.678,13.661,-12.547,-3.695,14.978,5.283,-1.922,1.952
974,"17:55:04",9.940,13.587,-6.539,-0.210,7.886,5.496,7.809,-4.964,-7.989,-4.998
768,"17:55:04",-14.543,-3.961,8.009,0.501,9.847,1.174,-9.223,-2.029,10.230,3.347
651,"17:55:04",2.228,10.941,-6.268,-3.690,-11.181,-8.929,3.187,4.636,-0.719,-14.160
942,"17:55:04",-2.178,0.845,3.064,6.555,-3.434,-3.440,6.223,-14.339,-5.954,12.161
951,"17:55:04",14.969,-6.985,8.032,7.288,14.248,-13.511,-13.411,-0.055,-14.943,10.933
