batch_id,timestamp,reading1,reading2,reading3,reading4,reading5,reading6,reading7,reading8,reading9,reading10
978,"14:39:24",11.824,-10.375,3.906,12.950,-0.046,-3.858,5.000,-14.941,2.823,9.489
820,"14:39:24",0.889,12.660,10.142,-3.530,14.458,12.840,14.539,13.025,-5.221,-11.688
926,"14:39:24",5.364,-4.347,3.572,0.847,9.990,-6.433,-3.452,-10.012,11.393,-9.032
441,"14:39:24",10.807,-8.798,-1.410,-0.567,-13.870,6.471,-0.564,-8.765,10.059,0.918
968,"14:39:24",9.117,-0.744,12.587,0.030,-10.907,3.219,9.773,-0.823,3.758,1.924
258,"14:39:24",-0.194,-1.901,-13.361,-9.575,11.944,2.627,0.949,-11.387,-4.770,-7.248
942,"14:39:24",2.155,-13.490,-6.198,-13.881,3.250,8.627,12.405,-13.526,-0.300,3.018
179,"14:39:24",13.248,6.249,0.650,-6.477,-3.006,7.658,-12.524,-0.799,-2.493,-3.974
523,"14:39:24",9.190,5.647,-0.935,10.401,0.599,-14.894,-7.583,-6.077,9.227,14.410
110,"14:39:24",-8.297,8.207,-3.690,6.955,5.603,2.900,-8.648,12.583,12.515,4.873
120,"14:39:24",7.450,4.529,-11.138,-10.770,4.394,-0.855,9.905,9.753,8.207,-13.776
30,"14:39:24",-0.397,-9.646,2.107,-9.831,-2.061,6.720,-5.088,-14.742,-10.193,-11.892
826,"14:39:24",4.800,13.220,6.652,-7.746,-5.827,-2.817,2.182,7.790,-4.711,-0.161
689,"14:39:24",-14.312,-5.149,-1.266,-4.451,-9.466,14.328,9.575,12.055,-2.566,0.739
787,"14:39:24",11.099,12.947,-13.667,-9.481,13.035,2.834,-8.050,8.763,-1.177,-9.042
569,"14:39:24",-14.886,1.916,9.582,5.675,8.096,3.570,14.062,4.379,7.976,-8.816
349,"14:39:24",10.101,10.737,-3.313,8.095,8.562,9.695,-0.523,8.836,10.850,2.514
799,"14:39:24",11.962,4.844,-2.095,-6.645,14.561,-1.496,13.510,1.034,-5.843,-13.624
684,"14:39:24",1.056,10.339,-1.530,3.298,8.764,-10.610,-6.256,14.575,-13.948,-13.610
567,"14:39:24",9.683,-4.236,7.896,-14.017,-8.785,8.205,-3.181,-7.257,1.625,-8.915
504,"14:39:24",8.070,8.494,10.925,-7.913,6.797,-2.322,-6.625,4.765,-5.518,-0.429
272,"14:39:24",-6.156,0.928,-13.726,-12.658,-4.761,2.615,13.014,-0.628,-4.744,-6.805
853,"14:39:24",14.887,-8.341,-8.091,6.954,11.285,-3.974,-6.114,2.203,-4.840,5.799
365,"14:39:24",-0.934,0.221,5.607,7.411,1.283,7.603,6.406,-6.572,-5.187,-1.526
857,"14:39:24",-3.311,-7.148,-5.781,6.940,11.544,0.537,2.530,-7.238,1.166,-2.066
628,"14:39:24",10.561,-1.876,4.575,-8.804,-9.467,14.405,8.994,12.329,9.180,8.729
875,"14:39:24",-1.838,3.236,-13.603,-3.788,11.370,5.271,4.552,-13.259,6.736,-11.486
860,"14:39:24",11.527,-13.871,-5.665,-7.122,-9.893,-9.180,-7.269,7.188,-0.558,11.464
697,"14:39:24",14.524,13.242,10.085,7.596,1.209,-7.601,4.516,-11.715,2.130,6.764
613,"14:39:24",-10.494,-0.554,-4.425,7.307,-11.652,10.587,-6.318,9.146,12.164,-12.790
899,"14:39:24",7.554,-3.680,-12.851,6.112,-0.334,-7.389,-2.642,-1.550,3.720,14.236
452,"14:39:24",5.145,-1.661,-5.011,-5.460,-1.291,9.940,1.137,-13.476,13.820,1.058
585,"14:39:24",8.187,5.189,-5.258,-13.531,-11.120,-12.274,10.755,13.086,-10.438,-14.256
632,"14:39:24",12.562,-13.682,11.710,-2.975,-3.163,-13.046,9.445,-10.292,-14.727,8.002
916,"14:39:24",7.398,-8.016,1.314,0.622,1.624,-4.327,-12.057,2.535,13.906,9.241
296,"14:39:24",2.770,9.772,-4.090,10.565,-13.405,7.398,-10.869,11.905,-2.349,-11.306
