batch_id,timestamp,reading1,reading2,reading3,reading4,reading5,reading6,reading7,reading8,reading9,reading10
727,"07:23:10",-2.568,-13.547,-10.491,-11.879,-8.884,9.452,-5.936,3.770,12.698,9.915
833,"07:23:10",6.072,-14.300,-8.308,1.028,14.422,9.801,-13.501,14.269,-12.076,-12.285
217,"07:23:10",-12.036,2.117,0.190,1.901,-11.536,7.707,10.403,-11.069,13.833,-1.420
818,"07:23:10",-3.740,13.888,-8.729,5.267,7.458,13.176,-12.487,1.927,7.623,-14.329
359,"07:23:10",-5.301,-4.643,-11.306,-13.458,9.141,11.696,0.147,-4.042,-6.746,-10.399
407,"07:23:10",5.516,-1.695,3.649,12.684,-9.539,-5.405,7.425,2.037,-13.577,6.883
948,"07:23:10",-4.999,-7.387,11.128,6.402,-14.971,-2.095,0.120,-5.092,-10.770,-10.041
916,"07:23:10",-6.144,-4.761,12.970,8.039,-6.170,-2.169,1.838,10.517,11.762,13.917
410,"07:23:10",1.583,-6.761,-9.531,5.072,-0.748,12.783,9.396,2.441,-9.208,-2.273
160,"07:23:10",4.667,2.481,5.382,0.044,-8.878,3.889,-7.367,-13.763,-8.756,-12.234
587,"07:23:10",-3.319,-8.588,8.743,-8.699,7.926,1.569,2.186,-12.228,2.010,-9.627
286,"07:23:10",10.959,-2.528,2.912,-1.647,-0.870,-2.838,4.958,11.332,-14.766,12.719
59,"07:23:10",-8.214,-4.419,10.039,3.252,8.172,-0.409,-4.770,11.015,5.326,9.807
791,"07:23:10",9.976,-3.849,-1.578,-12.739,-8.280,-5.326,-4.004,3.945,-12.641,11.265
677,"07:23:10",-6.790,-4.819,10.715,-10.321,1.322,0.795,9.169,-7.131,13.332,7.042
699,"07:23:10",4.168,-8.357,2.660,-7.570,9.377,11.254,13.750,-13.098,-0.588,4.506
424,"07:23:10",-11.553,-11.884,-8.181,-9.746,-3.262,-11.175,2.067,12.882,10.848,-9.286
109,"07:23:10",-0.893,1.879,-4.419,-5.236,6.752,13.393,-7.424,3.667,2.793,6.314
609,"07:23:10",-7.798,-0.610,3.864,0.342,-14.802,9.423,-2.660,-2.661,-8.556,-1.214
741,"07:23:10",4.531,-7.093,-5.531,11.950,5.495,-0.564,-0.386,-9.426,6.675,3.467
370,"07:23:10",-3.642,-14.624,4.452,-2.376,-12.034,9.188,-0.767,-8.359,-12.758,-14.974
78,"07:23:10",-6.564,5.836,0.079,-4.830,6.016,9.189,-11.801,11.177,13.647,-0.262
941,"07:23:10",-3.943,3.252,-13.538,-2.081,-7.406,-9.458,-10.767,9.361,11.896,-8.097
873,"07:23:10",13.564,-3.126,-10.833,12.475,-5.627,-2.114,-14.375,8.804,13.117,13.227
150,"07:23:10",7.589,-0.238,6.670,-11.675,3.526,14.167,11.316,-4.711,14.840,-1.175
959,"07:23:10",6.431,-11.861,-9.834,-2.922,9.359,0.681,-9.932,-4.819,-1.927,-6.236
106,"07:23:10",11.066,-7.701,-6.449,-13.531,-12.347,-2.521,2.363,-8.095,-13.853,14.771
631,"07:23:10",2.039,12.489,14.404,0.929,-9.947,-3.041,3.327,11.063,-0.389,8.018
498,"07:23:10",-10.688,11.229,11.264,10.704,11.802,-5.858,11.527,8.022,-3.025,-6.196
487,"07:23:10",7.673,2.280,-12.567,0.430,1.058,6.877,7.099,-8.379,-2.752,-14.612
649,"07:23:10",-11.811,8.409,3.860,5.871,3.768,-8.479,-14.679,9.205,4.466,-9.577
186,"07:23:10",1.827,2.483,-5.766,-8.358,8.778,-7.672,-9.269,10.032,3.448,6.392
882,"07:23:10",12.609,-6.633,-10.821,8.123,-0.411,2.845,2.289,1.570,-12.009,10.812
199,"07:23:10",-5.087,11.509,8.583,-10.525,10.118,-6.483,1.921,6.606,-6.422,-9.856
151,"07:23:10",0.634,8.775,-4.867,11.887,-11.115,-12.371,-7.284,-4.823,-4.979,7.244
235,"07:23:10",11.744,-3.434,-6.936,12.368,1.483,4.569,-1.368,-14.892,5.843,-1.465
9,"07:23:10",8.877,-6.742,10.874,-2.283,3.652,-14.145,-8.544,5.994,-0.888,-9.451
823,"07:23:10",13.292,-0.589,9.652,-7.868,11.737,-8.912,9.588,-5.764,2.752,7.821
514,"07:23:10",-10.441,-12.534,3.384,-12.405,12.684,-0.323,-13.935,-10.009,-2.534,-7.826
524,"07:23:10",9.916,12.684,-9.525,9.465,11.409,0.185,7.912,10.401,-13.635,8.201
58,"07:23:10",6.847,-14.900,9.025,0.995,7.370,-12.974,9.238,5.939,14.819,14.183
877,"07:23:10",5.101,11.626,4.041,13.413,-5.399,1.605,-11.426,-3.383,-10.532,-13.962
332,"07:23:10",4.461,3.796,13.707,-10.635,-13.720,-3.278,-9.071,12.456,6.286,8.729
777,"07:23:10",13.873,13.232,-11.589,-8.902,-8.428,11.566,-1.676,14.176,5.486,5.656
825,"07:23:10",10.528,2.703,1.711,7.857,-14.153,10.675,2.738,1.435,5.639,0.124
489,"07:23:10",-6.747,-2.533,-4.218,7.492,12.190,13.757,2.258,-14.155,10.746,-1.457
817,"07:23:10",7.198,14.644,-14.496,6.871,-0.336,5.756,9.810,-13.313,2.375,-6.165
818,"07:23:10",-1.081,5.770,1.251,-13.452,-10.084,-13.751,10.995,3.013,14.455,10.750
