batch_id,timestamp,reading1,reading2,reading3,reading4,reading5,reading6,reading7,reading8,reading9,reading10
456,"01:54:40",-0.596,-12.550,-2.131,-8.729,13.406,-10.100,8.477,-8.214,-6.922,-11.890
144,"01:54:40",7.965,-5.134,-11.363,0.390,5.326,-9.445,14.695,3.347,3.054,7.029
485,"01:54:40",13.243,-7.086,4.906,5.358,-9.112,-14.099,-0.778,2.764,-7.685,-13.743
176,"01:54:40",-8.178,11.052,7.060,-8.716,-6.750,-3.050,0.553,5.219,2.354,-7.224
315,"01:54:40",8.028,-2.858,4.979,3.449,0.584,11.086,-12.317,1.316,14.648,-7.668
655,"01:54:40",14.149,-7.804,-4.448,-2.419,-11.615,13.993,0.856,-13.887,-12.972,4.089
294,"01:54:40",-2.725,1.432,-13.726,11.159,-0.185,-10.833,13.215,-12.489,7.461,-14.092
285,"01:54:40",12.928,14.837,-6.988,10.616,14.311,-11.717,-3.228,7.327,12.834,8.496
595,"01:54:40",-2.190,-3.503,-7.106,-11.374,-14.919,1.078,-9.433,12.263,7.601,12.016
71,"01:54:40",5.527,-8.323,12.394,-3.463,0.413,5.099,0.819,-6.215,-8.862,10.233
609,"01:54:40",-7.590,12.457,-10.169,-0.302,5.206,-8.757,2.221,-7.100,13.721,-7.966
484,"01:54:40",-2.675,1.316,8.548,6.463,-4.092,-8.216,-13.305,-11.688,1.869,8.928
901,"01:54:40",-14.929,8.741,-10.086,-6.475,14.628,12.803,-13.294,5.925,1.683,2.263
430,"01:54:40",6.247,5.817,10.824,-14.204,-7.905,-3.572,-8.815,10.304,6.930,12.774
450,"01:54:40",8.717,-3.298,-5.019,0.604,9.755,-13.634,-13.663,-12.735,-14.148,5.192
569,"01:54:40",12.403,-0.564,8.231,-0.488,12.138,-7.657,9.890,3.880,8.963,1.986
27,"01:54:40",-13.587,0.398,-1.625,9.916,-2.826,-2.887,-8.795,-12.370,-4.739,4.420
887,"01:54:40",-3.191,14.028,-5.724,-6.629,-11.030,9.363,-2.040,6.998,0.499,-14.383
473,"01:54:40",6.731,-3.415,10.756,3.115,-12.614,-9.216,12.419,0.239,-6.275,13.735
264,"01:54:40",-10.147,-1.086,7.391,9.430,1.019,-8.057,13.508,-3.958,-4.833,8.585
741,"01:54:40",11.442,-12.567,-3.479,-10.668,1.682,14.348,12.071,-10.626,11.300,-5.974
660,"01:54:40",-14.002,-2.968,-6.620,10.803,-12.729,6.846,14.139,14.839,14.132,13.293
169,"01:54:40",12.050,4.824,0.040,-9.066,-9.496,-11.910,14.287,-5.884,0.207,8.836
422,"01:54:40",-5.520,3.910,14.986,-1.846,12.311,12.539,1.554,-11.798,-8.684,0.529
373,"01:54:40",-7.734,-5.757,-1.505,7.574,9.231,-3.438,6.677,-2.314,-14.930,-8.497
553,"01:54:40",-9.187,4.331,10.250,-0.185,12.586,-4.508,1.343,-8.667,-4.451,-11.315
196,"01:54:40",-11.115,-14.544,0.185,10.675,-1.663,11.812,10.558,11.494,12.731,8.771
428,"01:54:40",-2.204,6.650,8.063,3.034,12.792,-8.572,1.281,-1.985,3.759,-9.724
861,"01:54:40",12.468,-3.746,12.109,-11.095,-12.519,5.174,-14.967,14.509,-8.655,8.645
339,"01:54:40",-11.374,10.497,8.062,6.073,-13.026,12.114,7.206,10.071,7.946,7.691
435,"01:54:40",4.920,5.774,9.133,9.312,-14.283,-5.590,13.187,5.027,-11.537,14.661
642,"01:54:40",-6.429,-5.333,5.180,-12.103,13.997,-7.095,-5.067,7.054,11.671,5.059
914,"01:54:40",1.068,-3.553,-0.476,-8.621,-6.769,-7.481,-10.845,4.388,-13.823,-11.824
261,"01:54:40",8.681,0.546,-0.949,5.199,9.959,1.437,6.110,9.380,6.888,6.217
212,"01:54:40",-5.537,-0.790,-14.193,12.901,-1.321,1.912,10.567,8.982,-4.475,-12.803
369,"01:54:40",-10.881,-13.470,13.452,-0.479,-14.453,-8.351,5.283,0.775,11.606,-8.136
192,"01:54:40",13.980,-8.568,2.352,-2.556,-9.756,-0.444,-3.901,8.647,-13.296,8.051
557,"01:54:40",-8.652,14.192,-11.496,-11.930,-8.850,4.633,-9.480,3.270,-13.454,-9.757
862,"01:54:40",4.610,-11.276,7.180,2.778,-11.101,2.284,3.303,1.670,7.305,-4.363
252,"01:54:40",-0.384,5.102,-10.162,-6.227,7.725,1.341,-3.944,-4.214,-2.213,4.667
328,"01:54:40",14.603,-4.341,-8.864,7.761,1.147,-3.578,-8.645,3.203,4.580,-11.044
878,"01:54:40",-4.396,-2.805,10.640,10.311,-10.564,-9.958,-11.129,4.053,5.544,10.075
167,"01:54:40",7.408,8.937,-0.599,-13.140,-7.717,-12.947,-2.967,13.070,-14.163,-7.075
654,"01:54:40",-7.437,-9.732,2.110,-12.512,9.835,-7.545,6.841,-8.951,-5.956,-14.501
767,"01:54:40",-4.876,8.059,-0.732,-6.321,3.270,-7.894,12.297,-0.790,13.179,4.581
58,"01:54:40",11.103,-7.618,-14.431,7.523,3.318,8.017,-10.517,10.622,-14.943,-11.546
10,"01:54:40",-8.126,7.538,4.537,0.745,11.203,2.948,-12.670,-1.875,3.932,-10.590
380,"01:54:40",-1.675,1.782,-5.850,12.850,-12.029,14.898,-0.009,-0.323,10.647,10.541
556,"01:54:40",-5.018,0.622,7.557,8.253,4.987,6.080,4.675,-1.347,-14.582,9.255
523,"01:54:40",11.753,-5.190,11.410,-6.218,1.042,-7.258,-8.191,-9.238,-4.056,9.916
47,"01:54:40",-12.091,7.912,7.854,-3.850,12.596,12.947,5.435,4.610,5.909,-8.777
619,"01:54:40",4.776,1.380,12.812,-10.025,14.128,-6.655,7.679,-6.563,-8.277,5.000
946,"01:54:40",-13.838,-14.730,-1.277,5.164,4.721,9.888,7.853,-0.220,14.098,7.440
957,"01:54:40",7.461,5.501,9.899,-2.237,1.852,9.330,-5.728,-1.740,7.612,0.646
977,"01:54:40",-7.118,3.572,-11.872,4.582,5.664,-14.437,10.211,-2.050,7.293,-2.753
549,"01:54:40",7.510,1.907,-9.969,4.164,14.141,4.743,-12.926,-9.093,3.399,3.125
442,"01:54:40",-3.589,-9.260,-2.525,4.806,0.064,-10.981,7.696,-4.610,5.005,-6.576
