batch_id,timestamp,reading1,reading2,reading3,reading4,reading5,reading6,reading7,reading8,reading9,reading10
558,"22:21:33",-13.466,-13.787,-7.415,-3.202,4.073,5.210,-3.659,-1.060,-10.578,6.976
466,"22:21:33",2.168,-7.367,4.475,3.900,-4.337,-10.830,0.551,-11.201,9.810,-14.915
547,"22:21:33",10.242,10.917,2.847,8.351,-11.983,0.774,2.058,-3.169,-9.102,14.837
847,"22:21:33",-12.642,-1.220,0.784,-8.650,-11.594,9.327,5.029,-13.472,-8.316,9.959
787,"22:21:33",-0.714,4.842,8.629,-12.683,-13.561,-5.999,1.339,6.646,-10.826,6.451
399,"22:21:33",-4.460,-8.000,10.552,5.697,-12.394,-12.772,5.145,-13.899,-13.353,12.475
239,"22:21:33",6.881,-11.631,-8.097,-7.946,9.815,9.932,-10.102,-0.111,-12.783,10.273
291,"22:21:33",-5.189,11.917,-13.598,-8.699,-3.792,4.959,13.714,-4.516,7.000,-4.124
720,"22:21:33",-14.005,-8.429,-6.527,-14.620,12.713,1.868,10.347,-7.830,-14.514,-1.876
610,"22:21:33",0.675,-9.131,-0.368,8.443,14.883,8.533,9.610,4.065,-12.668,14.267
735,"22:21:33",-4.838,1.726,2.202,14.759,-14.436,8.815,-6.571,13.054,-3.938,8.232
727,"22:21:33",5.703,-8.056,-11.038,-2.801,1.166,14.785,-3.945,2.819,-8.971,0.696
488,"22:21:33",7.809,5.126,9.120,7.520,-0.670,0.263,-7.558,-9.281,-4.085,13.675
529,"22:21:33",-5.137,14.512,14.513,3.039,2.663,-3.936,-6.790,1.704,-1.559,4.467
555,"22:21:33",2.153,-11.243,-11.245,-9.436,-5.161,-14.552,7.534,9.144,-4.945,2.880
729,"22:21:33",-11.927,-8.129,-3.529,4.107,11.710,10.922,2.831,1.485,10.305,0.175
482,"22:21:33",2.714,-8.771,3.032,-10.310,10.432,1.157,-3.735,12.744,-5.212,-1.919
470,"22:21:33",10.184,-8.341,14.797,0.189,-11.844,-5.754,-12.212,0.560,-10.735,10.783
514,"22:21:33",-7.321,2.682,0.479,0.597,2.496,11.412,4.953,0.512,5.487,-0.250
188,"22:21:33",9.143,-8.022,-3.249,-4.804,-11.732,-0.576,-12.093,-4.540,-13.639,7.411
442,"22:21:33",-13.935,10.821,-13.808,1.809,-0.003,-8.370,-12.225,14.010,9.565,12.415
842,"22:21:33",12.244,-1.224,12.830,-5.932,5.432,-0.130,-5.037,-4.663,-0.847,-4.146
952,"22:21:33",10.795,-3.527,-11.810,13.114,-6.162,-2.221,-13.443,-12.114,-12.685,5.577
404,"22:21:33",-13.965,6.709,8.992,-6.575,11.552,10.807,9.986,2.326,-9.037,-14.910
909,"22:21:33",-4.841,-4.526,9.843,-0.997,13.365,10.251,14.582,4.421,10.702,1.741
382,"22:21:33",4.362,-0.832,-12.281,-8.022,9.853,11.347,4.258,3.555,-10.830,0.250
218,"22:21:33",4.748,6.137,3.424,6.620,8.398,-11.553,4.041,6.369,-8.746,-4.084
101,"22:21:33",-12.296,4.068,9.215,-8.179,-10.744,12.198,4.880,-7.521,9.897,-5.287
546,"22:21:33",-7.012,9.971,11.868,-11.836,-3.186,-3.518,1.463,-8.684,-10.293,2.204
851,"22:21:33",-9.145,10.735,14.208,-10.616,-7.108,3.566,-7.995,3.650,8.055,2.056
974,"22:21:33",-11.823,-10.590,8.650,0.812,7.793,1.867,5.019,-7.532,10.302,-9.489
31,"22:21:33",5.181,-2.282,-10.001,-8.358,-9.472,-1.159,6.574,6.972,9.974,-8.192
623,"22:21:33",5.234,9.583,-13.096,-4.320,-2.698,10.505,-4.281,14.122,-11.474,-8.264
574,"22:21:33",4.487,6.940,8.189,-14.185,13.805,4.639,14.835,-0.401,-10.363,-10.492
457,"22:21:33",-11.264,2.659,4.605,5.979,1.907,-5.643,0.978,-1.776,-7.167,3.824
