batch_id,timestamp,reading1,reading2,reading3,reading4,reading5,reading6,reading7,reading8,reading9,reading10
873,"07:12:47",-13.043,8.147,12.698,3.939,4.465,3.642,-10.137,-13.710,-3.196,12.911
208,"07:12:47",12.899,10.041,-5.609,-14.498,12.992,7.238,-11.219,5.246,-12.384,13.969
619,"07:12:47",-5.428,-10.826,-2.550,14.089,7.567,-4.565,-12.722,-13.618,-13.206,0.032
506,"07:12:47",-5.388,7.299,-4.200,3.932,-6.896,-10.878,14.747,4.471,13.271,2.734
552,"07:12:47",-2.783,-4.509,2.490,-12.435,-7.822,-5.420,-14.635,7.514,-13.656,-6.501
203,"07:12:47",5.663,-11.114,-7.629,-0.327,-10.367,11.949,-8.019,14.779,-13.475,-4.783
98,"07:12:47",-8.510,3.477,5.985,14.101,5.368,14.141,1.354,7.001,12.459,-13.647
267,"07:12:47",13.782,12.691,-3.194,8.980,6.104,-3.629,12.487,-13.943,12.653,-13.122
447,"07:12:47",-11.840,4.749,-5.222,-4.110,-4.854,0.992,-6.242,-1.393,-3.416,12.585
829,"07:12:47",8.728,4.330,-8.048,-14.744,-7.125,9.553,-5.879,9.637,13.039,-6.512
828,"07:12:47",-9.059,-10.201,9.941,3.938,0.610,-6.921,13.999,3.174,-8.098,0.731
999,"07:12:47",-4.456,11.151,4.065,13.651,0.173,12.843,8.089,-10.420,1.369,-5.973
357,"07:12:47",14.450,9.155,0.032,4.973,10.698,5.333,-11.296,-5.203,10.714,7.947
88,"07:12:47",-3.412,-12.919,10.576,14.303,-10.614,-1.222,4.167,-8.560,8.509,14.876
288,"07:12:47",-7.992,-3.032,4.394,-0.582,-4.183,-0.257,-1.745,-4.556,6.027,-11.688
860,"07:12:47",-3.254,8.257,-3.915,-1.012,7.082,1.149,12.578,-2.369,-10.905,-1.296
767,"07:12:47",4.789,0.388,7.037,-2.449,12.479,-13.612,0.061,5.097,-14.615,-7.503
728,"07:12:47",-7.612,-2.611,-4.529,6.234,-4.716,0.869,-14.595,-4.742,14.050,-6.401
446,"07:12:47",9.691,2.777,4.348,2.947,-4.742,5.798,-1.148,12.819,13.015,-5.337
3,"07:12:47",-7.847,8.264,14.612,-6.782,13.306,-12.614,2.762,-14.278,-8.047,8.155
727,"07:12:47",-2.231,6.988,1.344,-12.607,2.150,3.174,-7.419,-8.557,11.269,-4.332
398,"07:12:47",10.738,8.104,1.909,0.980,-5.447,-13.356,9.739,9.014,6.124,9.975
12,"07:12:47",8.442,-8.601,5.740,2.029,14.620,6.620,11.762,8.015,5.770,6.220
839,"07:12:47",4.638,3.590,12.627,0.574,5.768,-5.688,5.158,2.792,13.011,6.112
745,"07:12:47",12.333,-6.692,9.336,8.141,2.485,6.345,10.542,-7.868,3.281,-10.487
502,"07:12:47",3.468,-5.268,8.822,-3.244,-0.591,13.504,0.568,-7.799,-3.831,3.845
819,"07:12:47",-14.112,1.323,4.033,1.643,13.783,8.249,-10.163,-11.231,0.035,-14.423
778,"07:12:47",6.422,-1.282,10.750,1.187,-2.391,3.916,-3.617,-9.599,8.932,10.769
543,"07:12:47",-13.587,-11.829,9.661,-6.698,-10.865,-6.237,8.121,-0.541,6.308,7.846
971,"07:12:47",-11.858,14.247,-12.184,-13.816,13.917,1.144,6.041,-4.519,-1.314,14.144
128,"07:12:47",-0.119,7.854,5.362,7.365,-1.698,-13.323,3.334,-6.228,6.290,-10.203
119,"07:12:47",-8.685,7.686,1.038,10.658,12.111,-6.694,-6.396,8.505,1.582,-12.263
727,"07:12:47",12.797,-9.718,13.430,-0.511,2.851,1.403,4.638,9.432,-3.039,4.348
34,"07:12:47",14.379,-6.156,-10.835,3.936,-4.312,-7.702,11.882,6.759,4.859,14.733
315,"07:12:47",1.219,-0.287,10.315,-0.690,5.607,-2.617,-14.641,3.651,8.658,1.583
935,"07:12:47",13.084,-7.662,-7.976,-14.449,3.387,-14.619,2.568,5.438,-12.898,6.221
982,"07:12:47",4.047,-1.549,9.576,-6.207,13.619,-8.892,-1.215,-10.955,2.470,-7.673
526,"07:12:47",14.072,0.781,2.968,9.176,-7.940,12.869,-10.897,12.780,-5.104,-8.123
119,"07:12:47",0.839,-6.140,1.654,-3.574,8.750,12.546,-2.549,0.965,-7.049,-0.252
39,"07:12:47",3.674,7.044,0.056,6.316,2.961,-11.939,-11.780,0.754,0.346,0.108
153,"07:12:47",11.333,-13.261,2.515,-12.163,8.841,-11.970,-6.947,-3.957,12.835,-6.000
825,"07:12:47",3.728,-1.208,-12.670,-12.043,-9.129,-6.061,0.319,2.762,-3.384,-8.415
34,"07:12:47",2.482,11.373,3.557,3.162,5.359,13.598,9.609,13.114,-10.222,-3.937
573,"07:12:47",5.787,-2.357,3.514,1.022,-11.140,-8.248,1.609,-0.554,1.097,-3.051
375,"07:12:47",4.001,10.012,-2.857,11.235,4.254,-9.451,2.895,12.618,-12.057,5.590
402,"07:12:47",-9.022,8.194,-0.009,3.139,-1.829,-7.114,13.897,1.613,14.060,-4.884
979,"07:12:47",14.897,-5.435,-12.960,-7.808,2.376,-1.446,-10.776,5.408,-2.562,8.139
193,"07:12:47",-7.320,5.475,12.222,-8.233,-9.216,-13.308,-0.856,14.214,1.856,-9.501
53,"07:12:47",-0.750,9.967,-2.590,-12.626,-3.845,5.521,14.098,4.926,1.802,14.889
541,"07:12:47",-13.052,-6.643,12.507,-7.806,9.403,-2.437,13.727,8.634,3.350,-9.268
285,"07:12:47",4.119,13.848,-6.011,-3.333,-6.319,11.159,-5.342,9.521,12.120,-10.393
576,"07:12:47",7.866,-12.418,7.238,-8.027,-0.988,-0.817,12.958,13.134,-6.158,-14.104
574,"07:12:47",0.030,-14.342,-10.306,12.184,13.399,-14.479,-10.639,-2.148,-9.415,-1.312
273,"07:12:47",-5.108,1.663,8.954,-4.191,-1.469,6.217,-10.717,8.953,9.887,1.178
715,"07:12:47",-3.769,9.528,7.489,-10.626,-3.931,-9.381,10.934,1.500,-14.543,-9.566
139,"07:12:47",-4.658,13.666,-2.328,-10.207,-13.974,-5.363,2.320,1.908,6.162,-5.743
780,"07:12:47",13.401,-6.791,-3.294,-10.839,-2.528,-13.042,-0.523,-14.720,-6.451,-7.128
688,"07:12:47",-9.611,-2.091,5.338,2.202,-4.543,-6.521,11.491,8.334,-14.338,0.806
592,"07:12:47",-9.927,-13.605,1.453,3.116,-8.834,1.610,-4.409,12.072,2.065,10.236
975,"07:12:47",6.426,9.256,14.004,-12.435,13.753,14.034,-10.533,-7.652,6.841,-7.081
403,"07:12:47",-8.648,3.969,-11.791,-1.685,-8.122,3.145,2.721,-4.976,-14.866,4.820
876,"07:12:47",2.798,-7.692,-5.265,6.452,5.757,-0.834,10.371,5.035,0.411,-6.416
713,"07:12:47",-11.975,-10.514,-14.935,-13.451,-5.927,11.763,13.526,-0.394,-10.214,-6.020
952,"07:12:47",-4.567,-12.209,-1.061,5.762,-14.279,6.960,-13.125,7.460,11.010,-10.178
676,"07:12:47",2.955,1.633,2.528,11.596,-2.457,4.552,-0.543,-7.911,-10.977,8.791
550,"07:12:47",-9.830,3.990,3.812,-0.191,5.438,12.095,5.833,-5.417,-1.589,7.085
724,"07:12:47",-9.951,-5.548,12.603,3.141,12.769,-2.831,-14.915,8.488,-7.044,9.049
388,"07:12:47",3.512,5.893,-8.245,-6.423,4.847,4.262,12.102,13.938,11.899,2.552
