batch_id,timestamp,reading1,reading2,reading3,reading4,reading5,reading6,reading7,reading8,reading9,reading10
25,"12:04:26",7.077,-10.651,4.920,-6.917,8.638,-6.361,10.389,-2.256,-3.062,13.619
859,"12:04:26",-2.006,12.127,12.603,7.037,-14.104,14.229,-7.882,8.939,-0.219,-12.076
141,"12:04:26",9.843,12.928,-2.455,3.404,6.046,-13.705,12.007,13.729,-8.675,4.713
660,"12:04:26",7.834,-7.433,-7.409,-2.225,11.106,-9.505,14.810,8.371,-3.787,-2.414
196,"12:04:26",11.133,13.834,-5.890,3.196,4.204,5.642,-0.944,-14.253,-0.117,11.317
890,"12:04:26",-3.891,-4.723,10.413,4.910,5.197,7.473,-3.322,7.079,-3.977,-7.334
804,"12:04:26",4.928,-14.457,12.241,7.601,-4.347,-11.869,4.179,-9.131,4.216,4.086
837,"12:04:26",9.745,-14.954,-14.837,-12.162,-2.966,-1.884,-11.040,-7.097,-14.558,5.703
585,"12:04:26",4.698,-9.274,-2.284,-7.266,8.930,-2.911,14.348,0.213,3.029,9.282
368,"12:04:26",-8.146,4.072,9.887,5.116,-4.723,3.656,-10.717,11.326,-13.248,-10.708
37,"12:04:26",-4.630,-12.582,-8.084,8.265,-11.095,-1.044,-14.748,-5.698,-0.124,-12.882
440,"12:04:26",13.715,-9.108,-6.055,10.129,10.517,13.121,8.256,-14.403,5.888,-14.569
313,"12:04:26",5.904,14.748,-12.604,-6.326,5.044,10.528,-3.939,-5.469,9.727,-2.828
707,"12:04:26",13.971,-7.655,-8.356,-2.123,-3.617,-0.526,-1.227,1.026,-14.456,-8.348
920,"12:04:26",-5.820,-10.955,-2.686,4.888,-8.273,5.844,-4.285,-3.591,-13.198,4.900
437,"12:04:26",-13.329,13.798,2.021,6.578,-1.017,8.305,-9.039,-9.264,-14.229,-10.727
402,"12:04:26",-12.766,9.877,10.138,10.111,-12.023,-10.593,-10.649,11.373,-0.390,0.099
562,"12:04:26",5.925,-8.986,14.614,4.073,-12.832,-4.342,-0.452,4.532,-0.760,2.145
177,"12:04:26",14.174,3.009,-13.165,-7.918,-7.734,0.239,12.514,-14.633,-8.145,-11.289
774,"12:04:26",-7.644,-13.508,2.257,11.109,10.654,3.704,8.793,10.482,-3.438,10.055
769,"12:04:26",13.038,-11.847,5.671,-6.996,-5.340,-13.984,-4.582,-0.061,-0.467,9.154
312,"12:04:26",-14.843,-9.988,3.110,-5.235,14.124,13.699,-5.801,10.121,0.049,1.996
