batch_id,timestamp,reading1,reading2,reading3,reading4,reading5,reading6,reading7,reading8,reading9,reading10
956,"13:31:27",13.013,11.129,8.081,13.513,11.935,10.974,-0.266,9.078,6.845,-2.970
713,"13:31:27",-5.416,-2.471,-1.299,-0.008,-0.861,-5.837,5.048,-2.866,-12.048,3.044
464,"13:31:27",11.734,11.893,7.221,0.170,-7.459,-3.173,4.772,11.033,0.776,13.954
821,"13:31:27",-4.847,-1.759,10.040,-5.763,-4.361,-3.832,-10.697,-8.064,12.346,8.266
833,"13:31:27",-6.028,4.573,8.366,-14.848,-8.046,-13.594,5.008,8.296,-5.077,0.485
844,"13:31:27",-5.023,3.800,14.113,4.516,-12.178,-8.391,13.187,-6.244,-13.498,-4.001
641,"13:31:27",-13.702,-12.894,5.138,5.765,13.390,-8.841,13.781,-6.853,0.880,10.402
786,"13:31:27",1.881,4.168,11.679,1.048,-14.211,-6.750,1.464,2.882,8.613,8.392
103,"13:31:27",8.063,14.953,7.045,-8.038,-5.080,-10.221,6.824,14.770,13.543,12.940
743,"13:31:27",-12.554,-4.301,-3.809,-0.353,-0.656,-5.988,-6.915,-12.544,2.816,12.011
593,"13:31:27",-6.011,-6.705,-2.405,-4.285,-2.455,-12.832,1.091,-12.942,4.293,11.494
713,"13:31:27",-1.344,-4.581,7.886,-12.497,3.963,14.911,-1.553,11.321,3.990,-0.318
746,"13:31:27",-6.114,-11.563,-6.689,8.599,-1.709,-13.873,7.017,-3.076,-13.976,14.855
61,"13:31:27",1.193,12.201,13.281,-2.450,12.393,8.769,-6.488,0.502,-0.862,14.487
995,"13:31:27",-8.632,-2.501,4.164,8.539,6.927,-10.868,-1.111,-10.147,4.758,-13.400
101,"13:31:27",-3.729,14.462,-9.370,-12.069,-2.596,6.025,-3.209,13.236,-2.820,11.343
105,"13:31:27",-5.425,10.770,-9.510,12.960,4.481,6.235,7.193,1.381,-7.949,-9.826
511,"13:31:27",6.185,-4.485,14.882,4.305,7.330,12.808,7.356,7.743,-1.711,-9.822
381,"13:31:27",-8.822,0.658,11.982,-6.161,10.203,-6.004,-13.593,12.126,7.231,-6.815
45,"13:31:27",-0.761,-14.807,12.654,-11.007,12.470,0.218,12.327,9.746,-6.837,-0.759
981,"13:31:27",9.449,1.908,12.351,10.669,-5.551,-8.306,-9.025,-1.237,-1.938,-9.138
751,"13:31:27",-14.960,-0.805,13.561,2.834,-9.652,6.287,3.598,-11.370,11.257,-12.505
254,"13:31:27",-1.033,10.085,-13.271,4.756,0.931,-9.286,-0.593,3.707,14.105,-4.552
239,"13:31:27",5.100,6.404,-14.849,-10.964,-4.514,-11.800,-8.166,-13.136,-4.451,2.776
56,"13:31:27",6.971,-9.342,-8.855,-12.728,3.145,5.698,-7.492,-11.941,-8.640,-1.755
795,"13:31:27",-4.525,-9.482,-4.956,-3.924,0.795,-10.310,-11.770,-9.035,-9.962,-8.157
197,"13:31:27",-6.008,4.635,-0.001,3.631,-5.670,0.042,0.184,-12.719,-1.293,11.571
285,"13:31:27",7.034,0.275,-3.156,7.718,-11.447,-6.909,13.629,-14.740,13.313,12.073
796,"13:31:27",-2.477,-7.717,-3.516,-6.200,1.926,12.974,-14.432,-9.424,-9.130,-6.802
39,"13:31:27",7.592,8.148,-13.860,-10.966,-1.252,11.666,-2.334,-11.790,-0.030,-14.333
540,"13:31:27",12.817,-3.182,5.029,3.928,2.223,10.651,-8.532,-10.547,14.021,14.949
802,"13:31:27",7.679,-1.480,2.141,-0.440,1.994,6.079,-6.186,-3.310,-4.565,-11.679
606,"13:31:27",3.512,6.121,-8.932,-6.055,7.026,-5.589,-14.798,10.831,2.979,8.334
422,"13:31:27",-4.760,2.472,-2.745,2.072,-14.375,11.921,11.247,-12.033,-12.400,2.532
325,"13:31:27",-10.318,1.103,3.948,3.200,1.835,-13.039,-5.644,14.534,-4.587,2.166
417,"13:31:27",8.030,8.418,-9.335,-7.345,-13.159,-11.679,-1.991,4.517,2.730,5.099
872,"13:31:27",-9.553,13.243,8.394,-8.586,-7.083,-12.550,-6.702,8.334,12.587,-12.319
343,"13:31:27",-0.267,5.636,11.844,-0.281,-6.375,3.537,14.085,9.427,-8.155,-4.466
282,"13:31:27",-13.215,-5.341,7.606,-8.047,14.787,12.417,14.071,9.947,-7.997,-9.163
728,"13:31:27",-5.511,11.494,8.213,-11.947,11.337,13.747,-2.456,8.257,2.109,-8.097
648,"13:31:27",5.245,3.145,13.807,14.400,-4.869,-10.403,-9.767,14.974,-0.878,11.668
791,"13:31:27",5.193,11.709,10.265,11.484,-3.399,6.439,-14.369,2.525,-8.913,14.745
644,"13:31:27",12.950,14.393,13.789,-10.127,-3.201,-11.237,-7.923,-2.140,-13.760,13.070
342,"13:31:27",8.811,-4.720,0.915,-1.688,-0.576,-0.767,0.977,-10.831,-14.480,7.437
995,"13:31:27",-11.981,1.043,3.639,4.980,-7.637,-4.621,-0.055,11.214,11.330,12.923
252,"13:31:27",-5.784,13.319,-12.870,2.211,-4.291,14.717,3.841,10.801,8.199,13.930
675,"13:31:27",-13.007,-5.669,-2.170,1.966,6.600,1.176,11.989,-10.553,12.858,-3.597
155,"13:31:27",-11.430,10.855,-11.100,-13.713,-2.029,-2.185,-8.999,-4.948,-5.402,14.473
841,"13:31:27",1.613,-1.558,0.509,-2.286,8.436,13.060,4.287,-14.046,12.701,6.557
476,"13:31:27",-14.958,7.488,3.643,-6.250,-5.791,-5.446,2.310,14.878,-14.829,-8.842
350,"13:31:27",5.179,6.277,6.771,4.890,-4.261,11.392,-1.865,-7.746,-7.255,1.649
727,"13:31:27",-1.903,-14.791,2.072,-14.683,-14.812,-13.273,-4.000,4.836,-7.630,7.415
468,"13:31:27",-13.289,11.952,8.868,-14.329,-11.629,-14.296,4.852,-14.186,-1.880,2.691
758,"13:31:27",-14.919,-5.238,-1.170,6.735,-3.771,-10.933,5.049,-7.812,5.038,-4.067
739,"13:31:27",-12.605,10.124,6.926,-8.062,2.780,-1.409,0.080,-13.095,-13.499,10.670
422,"13:31:27",2.195,-3.398,-7.021,-4.476,-4.238,-3.810,-7.147,-6.597,11.270,-7.233
590,"13:31:27",-7.170,-4.812,-13.505,-13.555,1.247,-5.386,12.230,5.723,11.740,-3.349
413,"13:31:27",5.236,-8.475,-8.172,2.976,-0.964,5.319,-2.887,8.425,-11.808,4.398
2,"13:31:27",5.129,7.889,3.934,6.922,1.208,3.758,12.806,0.567,6.687,-10.190
16,"13:31:27",11.182,0.231,3.053,7.230,-11.307,1.277,2.902,11.347,7.159,4.966
14,"13:31:27",-8.895,5.062,7.986,5.641,7.046,-3.578,-5.432,11.864,-3.154,9.546
398,"13:31:27",5.430,-12.499,-1.341,-14.988,-3.935,-13.224,-14.761,-4.795,9.663,-8.326
919,"13:31:27",-7.537,-8.583,-10.465,12.913,-12.574,-10.125,3.047,-13.285,0.430,-9.287
652,"13:31:27",4.632,-1.965,-13.760,-2.671,5.777,-13.417,-2.507,-9.474,-3.797,1.889
819,"13:31:27",-9.466,10.941,-5.065,3.801,3.418,3.629,-11.298,7.864,-6.057,-0.960
476,"13:31:27",10.183,12.555,3.856,-4.835,8.458,-8.710,-11.654,-9.083,-8.409,-12.489
795,"13:31:27",-11.028,-5.934,8.564,8.173,4.314,0.430,6.341,-5.300,-13.141,-0.335
