batch_id,timestamp,reading1,reading2,reading3,reading4,reading5,reading6,reading7,reading8,reading9,reading10
861,"04:58:48",-13.195,11.350,-4.313,11.287,-3.673,10.518,-7.506,10.094,-10.425,1.554
995,"04:58:48",5.759,-5.724,-11.157,2.578,6.167,-2.903,8.898,9.713,11.937,-4.843
949,"04:58:48",6.988,4.183,10.072,-3.355,11.435,-2.535,-2.259,-11.208,-1.614,-0.218
946,"04:58:48",14.102,7.063,0.396,4.737,5.327,2.952,4.526,-10.980,7.355,-10.025
781,"04:58:48",-11.087,-13.388,-9.001,-11.674,12.841,2.165,-12.372,-11.478,10.128,0.672
238,"04:58:48",-11.928,-1.181,1.896,14.511,3.392,-4.608,-13.103,8.734,-3.796,-3.064
619,"04:58:48",-8.068,-14.965,-1.010,-0.632,-2.050,-10.280,-1.848,-1.844,-4.142,12.386
492,"04:58:48",10.445,10.832,-2.559,-7.975,-1.341,11.793,11.822,3.282,-4.139,-0.816
859,"04:58:48",12.145,-4.060,5.952,-2.511,-4.858,11.595,9.904,-5.882,-0.009,0.681
651,"04:58:48",-5.304,6.639,3.083,10.336,-11.480,6.665,7.653,-11.005,-12.999,6.605
686,"04:58:48",-10.700,0.946,-2.589,10.929,-6.439,-4.086,7.036,-0.627,14.020,-1.938
913,"04:58:48",10.932,-11.372,6.099,7.502,14.982,-9.190,-13.808,5.953,4.780,12.052
363,"04:58:48",1.589,7.522,14.343,10.420,-14.365,-1.542,6.572,13.637,-14.435,10.652
509,"04:58:48",7.354,6.622,4.355,-7.858,6.707,-7.888,8.756,1.293,-9.524,1.919
868,"04:58:48",-2.209,11.838,10.630,-4.165,-12.995,0.455,3.047,10.767,8.399,-7.521
613,"04:58:48",0.157,-3.787,-0.627,-5.456,4.766,14.390,-3.873,7.781,5.545,13.605
240,"04:58:48",6.561,9.234,-1.452,-5.316,-3.990,7.232,11.729,-3.551,-11.397,10.192
