batch_id,timestamp,reading1,reading2,reading3,reading4,reading5,reading6,reading7,reading8,reading9,reading10
192,"17:42:50",14.735,-1.534,2.557,-12.698,10.593,6.830,11.176,5.109,2.085,-3.777
91,"17:42:50",-4.646,-9.048,1.767,-10.937,-4.595,6.192,5.226,14.296,8.739,6.115
980,"17:42:50",3.440,9.962,4.146,-1.131,-1.004,-12.140,9.734,14.376,14.936,12.856
84,"17:42:50",-2.796,4.558,-3.218,-12.416,0.012,-0.622,7.247,9.592,-0.583,-11.895
897,"17:42:50",-7.737,-5.866,13.477,11.891,7.797,0.267,-9.747,7.835,-13.183,8.798
703,"17:42:50",3.222,9.883,11.253,10.928,13.769,6.375,0.093,12.056,9.340,14.507
773,"17:42:50",-12.457,4.766,9.061,14.445,-2.822,-13.117,-5.755,3.987,-0.911,-10.930
839,"17:42:50",12.891,-1.989,-10.464,-8.041,4.583,7.001,1.325,-11.528,-14.366,-13.659
478,"17:42:50",6.002,14.114,4.828,9.610,3.578,-0.905,-9.555,-11.963,10.093,-9.947
987,"17:42:50",5.846,-1.298,14.053,8.470,9.226,-11.160,-6.105,6.398,8.158,10.332
551,"17:42:50",-14.414,-9.191,6.761,-14.851,-7.368,-8.366,3.917,0.493,-13.051,-6.787
162,"17:42:50",-1.000,7.215,12.478,-12.896,-4.681,-2.565,-2.390,4.257,13.932,7.770
964,"17:42:50",7.160,-7.252,-8.123,8.621,-5.907,-9.000,14.889,9.006,-8.268,5.754
933,"17:42:50",6.252,-12.938,4.293,-0.885,6.149,-10.285,-10.654,-7.502,-14.388,-7.041
969,"17:42:50",3.605,3.176,-2.760,0.688,3.336,-13.877,-0.176,12.886,-0.462,-0.823
928,"17:42:50",-10.575,4.626,-2.527,-0.554,10.224,8.072,-3.444,-4.444,-8.662,-6.236
218,"17:42:50",-5.571,-9.228,3.479,-0.381,6.986,7.733,-1.002,8.517,7.708,-4.926
871,"17:42:50",14.269,7.398,9.961,6.998,9.766,-9.128,-10.119,-6.330,5.244,2.818
174,"17:42:50",10.417,-10.839,-7.249,14.523,-13.780,0.980,8.318,-7.208,-12.653,9.165
614,"17:42:50",12.211,1.426,8.274,-8.621,-13.410,-4.886,-8.630,9.023,8.318,7.346
836,"17:42:50",8.237,10.699,-3.618,-0.094,0.705,-6.000,0.819,10.066,1.883,9.404
485,"17:42:50",-14.890,9.318,8.616,7.524,12.189,11.749,-5.303,-10.437,7.124,-5.320
50,"17:42:50",-10.686,-7.335,-10.142,-4.945,10.383,-12.141,2.084,-3.231,-5.064,-14.443
567,"17:42:50",13.221,9.369,-2.327,-14.579,7.435,-6.860,12.667,-3.815,-14.438,-4.407
37,"17:42:50",-14.198,-8.713,-10.853,3.727,-3.902,-8.345,-7.656,-12.513,0.408,13.645
465,"17:42:50",-11.707,0.816,-6.510,14.998,-9.623,-4.961,14.630,9.254,7.824,-7.804
580,"17:42:50",12.362,-10.065,-0.855,-10.750,-9.009,13.990,12.368,13.086,9.648,-0.442
158,"17:42:50",-10.191,4.950,-2.988,3.195,-5.836,-5.541,6.699,8.327,-8.144,-3.896
885,"17:42:50",12.244,0.927,-5.351,-6.662,-5.203,-10.597,-5.129,8.174,12.418,-11.230
80,"17:42:50",-4.002,10.319,12.113,3.340,12.805,-13.216,6.632,8.251,-5.086,-13.279
163,"17:42:50",7.020,14.579,-13.390,-5.701,13.024,-12.355,-7.950,12.675,12.248,-2.496
712,"17:42:50",-4.925,-4.398,-6.205,5.615,-6.762,-10.068,0.293,5.521,11.061,-12.767
722,"17:42:50",10.261,-8.004,5.234,-8.791,-1.271,10.564,-11.321,-0.684,11.326,-13.216
46,"17:42:50",-13.093,-10.041,-3.622,-10.050,6.554,0.427,-12.481,-14.588,1.445,-9.788
438,"17:42:50",-5.634,10.793,-9.123,-1.945,-2.396,0.124,-14.421,-2.769,3.560,-13.792
910,"17:42:50",6.284,-11.923,-10.574,0.049,12.283,14.502,14.719,0.742,6.461,-8.506
160,"17:42:50",-0.282,-14.592,-7.205,14.641,-12.149,1.194,-13.956,-4.334,0.615,-13.653
535,"17:42:50",4.089,-7.714,-8.304,2.901,-1.931,3.142,-6.873,-1.073,-3.152,-7.799
620,"17:42:50",-2.350,6.683,1.960,-1.342,9.469,-12.359,-14.966,7.237,-10.183,-10.395
259,"17:42:50",5.942,7.778,9.787,-10.390,-10.700,-3.546,-5.189,8.089,-13.345,-2.606
758,"17:42:50",10.843,5.662,-7.466,-1.134,-13.211,-1.862,10.718,1.429,-13.859,-13.362
420,"17:42:50",10.070,6.077,9.492,-8.800,-1.764,13.137,-11.011,-2.726,4.081,-5.293
302,"17:42:50",4.808,-5.175,2.229,-2.109,-14.704,7.767,-7.248,12.101,-6.827,9.213
736,"17:42:50",4.285,-13.393,-1.393,-6.497,0.201,-11.081,-8.206,10.314,-3.010,-14.414
509,"17:42:50",4.819,6.476,-8.293,-5.812,12.481,10.191,-12.118,6.731,-13.396,12.985
488,"17:42:50",9.248,-11.471,-11.423,9.901,-7.714,11.072,-3.515,-1.243,-10.652,1.489
152,"17:42:50",-12.601,4.185,9.836,-4.985,-6.319,-8.904,8.207,1.442,5.346,0.048
202,"17:42:50",2.334,5.472,11.524,-9.158,5.025,-11.612,-0.981,-3.237,6.418,-11.649
310,"17:42:50",1.657,13.045,-3.027,-0.781,3.484,11.250,2.121,-4.931,-1.571,9.873
21,"17:42:50",-10.957,4.630,-5.101,-14.427,0.830,-12.098,7.455,-13.599,14.644,-3.380
892,"17:42:50",7.717,12.446,1.614,12.758,1.783,-9.575,-1.791,11.399,-9.549,0.186
351,"17:42:50",4.120,-8.970,14.704,7.726,-12.384,-4.425,-14.471,-9.709,-5.699,-11.976
