batch_id,timestamp,reading1,reading2,reading3,reading4,reading5,reading6,reading7,reading8,reading9,reading10
728,"19:28:33",-0.470,0.815,-11.609,-2.994,-4.222,-3.504,-5.549,-1.712,12.649,11.747
21,"19:28:33",-10.750,7.719,-3.158,-2.386,-3.049,-3.135,4.063,4.992,2.864,-10.407
920,"19:28:33",-8.180,-6.981,-0.461,0.021,-3.856,-5.481,5.944,2.474,-3.829,4.000
491,"19:28:33",-3.041,-4.805,-7.909,1.859,1.312,-10.079,-0.133,-9.544,-13.677,-12.771
126,"19:28:33",-11.436,-7.227,-11.190,9.139,-2.917,-11.225,-7.979,-5.465,-11.041,3.571
316,"19:28:33",6.452,-4.192,-11.855,0.262,14.848,8.962,2.344,5.975,-13.340,-9.578
63,"19:28:33",5.017,5.834,13.485,-14.777,12.592,0.381,1.914,8.959,-11.550,-8.837
271,"19:28:33",13.363,11.344,-13.514,-10.591,-3.231,-11.779,-6.519,-8.004,4.959,4.487
267,"19:28:33",13.712,2.865,-1.509,12.933,9.656,-5.204,10.345,-2.362,-11.696,-11.115
887,"19:28:33",-13.943,-5.405,0.546,-3.259,9.893,4.255,-7.724,4.602,-10.053,10.852
969,"19:28:33",10.220,-4.019,12.220,12.485,6.227,13.258,-8.046,-1.421,0.007,-5.162
387,"19:28:33",-9.417,-5.973,6.115,-12.967,4.564,3.100,-5.321,0.527,9.161,7.207
891,"19:28:33",-3.624,-3.995,12.274,-5.680,9.386,-8.452,-14.016,-13.209,0.925,0.933
362,"19:28:33",-5.672,-2.794,-9.739,-2.786,13.030,-3.691,1.880,-2.755,14.724,-8.471
912,"19:28:33",-1.584,-1.557,-5.504,-2.628,6.330,5.603,2.359,7.267,0.514,5.037
852,"19:28:33",7.529,4.680,8.652,10.478,-0.331,4.613,14.422,-9.042,-6.002,3.404
223,"19:28:33",7.816,4.081,8.399,9.470,-4.841,-12.538,-12.989,-3.130,-9.571,3.784
205,"19:28:33",-7.464,3.976,-3.979,5.943,-14.466,13.811,-4.468,-8.581,-8.047,0.604
193,"19:28:33",12.572,3.311,-6.811,13.636,0.581,-10.303,-6.330,6.073,12.165,1.447
358,"19:28:33",-8.292,-11.864,-8.541,9.982,-8.292,-11.090,-3.573,14.596,10.565,-13.692
964,"19:28:33",-9.863,-13.600,8.581,6.930,4.376,4.687,5.138,-1.131,1.325,7.320
779,"19:28:33",-7.865,1.137,-0.756,14.054,-13.965,0.802,-2.129,10.156,3.124,12.311
790,"19:28:33",-6.947,5.715,-5.554,-8.231,9.889,-1.506,-2.292,11.900,5.783,2.889
131,"19:28:33",9.375,8.700,-6.772,-5.370,5.221,3.653,0.323,-14.488,14.931,-1.716
537,"19:28:33",2.845,-13.592,-2.062,-0.545,3.598,1.116,14.171,5.950,-8.276,-2.162
349,"19:28:33",-7.153,13.077,10.629,11.937,-6.871,-0.039,7.300,3.914,-13.639,1.182
881,"19:28:33",-2.548,-7.992,-1.409,-12.194,-4.647,9.454,14.768,8.490,-6.308,5.983
19,"19:28:33",8.355,-4.559,-9.372,-6.383,-3.937,9.972,13.435,5.554,-7.326,10.898
971,"19:28:33",-8.425,14.253,-0.511,9.701,7.428,-1.960,0.782,12.412,14.630,-1.962
839,"19:28:33",8.777,1.195,12.064,7.284,-0.988,5.121,5.199,-11.328,5.212,-5.066
203,"19:28:33",7.242,-10.526,-5.877,-6.455,-4.049,-3.364,6.478,11.819,6.686,-1.826
127,"19:28:33",10.760,4.319,-10.474,-6.181,14.231,14.346,13.454,8.703,-12.678,-4.427
664,"19:28:33",8.659,-12.404,0.694,6.877,8.910,0.424,-6.747,6.906,-5.734,-4.484
154,"19:28:33",14.723,-6.855,9.627,-13.633,-4.260,9.460,-5.260,-1.558,-1.732,11.958
79,"19:28:33",11.962,13.667,-6.389,-12.931,3.676,-0.602,14.061,-10.416,14.079,8.990
946,"19:28:33",6.281,-10.196,8.750,0.669,11.902,-8.863,5.385,3.337,-0.486,12.094
637,"19:28:33",-12.627,-2.553,5.027,-13.260,1.514,-5.181,-7.035,-7.712,9.569,5.771
766,"19:28:33",-3.957,-7.292,0.415,-6.046,7.370,11.970,-5.974,-6.110,-0.355,-13.664
818,"19:28:33",8.877,1.854,-3.979,10.655,12.165,-3.744,8.578,-7.590,-6.951,-14.453
337,"19:28:33",-4.327,8.298,-1.451,-13.793,13.706,0.351,0.574,-9.376,7.280,11.317
48,"19:28:33",14.101,3.207,-1.742,13.892,-9.832,8.276,-0.806,-5.031,-6.158,14.812
371,"19:28:33",9.270,-12.110,-8.392,-1.923,9.000,-13.936,1.993,-14.574,-12.975,3.061
695,"19:28:33",-2.426,-9.837,7.526,8.713,5.702,7.207,-9.006,8.505,12.198,8.362
259,"19:28:33",-3.046,1.318,-2.609,-0.718,5.607,-2.389,9.538,4.093,-3.654,-8.796
638,"19:28:33",-11.658,-0.880,4.166,1.083,-11.797,6.598,-3.827,-10.888,8.750,-0.208
888,"19:28:33",14.740,-7.758,-10.736,-10.056,13.231,10.960,-10.713,10.543,6.697,-3.911
723,"19:28:33",-7.430,12.233,-12.525,-11.862,-9.500,-11.391,-10.023,9.502,-2.846,5.214
222,"19:28:33",-3.701,-2.448,-0.767,2.447,12.024,-9.075,-8.832,6.437,-0.288,9.193
577,"19:28:33",-7.306,10.457,13.680,-14.772,-6.198,-10.992,-12.809,8.502,-9.265,-10.328
102,"19:28:33",1.437,-0.089,-1.474,-2.518,3.485,-2.681,-3.967,-14.865,-2.491,-10.995
586,"19:28:33",-8.100,-9.251,10.766,7.931,13.024,2.128,12.766,11.630,6.460,14.823
394,"19:28:33",-12.016,3.209,6.341,-14.034,14.457,-12.173,-6.452,8.871,-2.489,-1.623
76,"19:28:33",4.984,-3.679,-6.461,-11.786,-10.985,7.479,2.590,5.813,-10.006,6.502
709,"19:28:33",3.635,-3.084,5.083,-1.445,0.795,10.887,-8.424,11.258,0.022,5.571
918,"19:28:33",3.634,-5.551,12.664,-6.790,-10.420,12.157,10.195,-3.656,4.865,-12.131
874,"19:28:33",-13.657,-1.684,-0.414,-8.661,-14.191,-14.248,3.941,14.016,-7.569,11.417
309,"19:28:33",8.224,7.149,3.850,-12.039,-9.034,-6.944,0.849,-14.468,-4.164,-2.065
141,"19:28:33",2.530,4.686,-10.019,-5.585,-0.260,10.715,-5.891,-11.595,5.522,7.299
254,"19:28:33",8.236,7.831,-9.890,2.735,-6.201,4.383,-9.272,0.710,11.186,12.476
990,"19:28:33",-10.807,0.868,5.710,7.852,5.859,-3.654,-2.096,0.583,-10.517,0.117
946,"19:28:33",-14.260,10.559,7.096,1.917,-13.684,6.355,-0.022,-14.005,11.737,0.711
463,"19:28:33",-11.952,-14.026,4.535,2.030,-2.677,11.091,4.653,6.365,-14.636,-7.269
226,"19:28:33",6.525,0.164,-6.155,-1.675,-4.104,-0.071,-11.258,-9.393,2.666,-8.729
174,"19:28:33",9.309,-14.309,5.126,4.543,10.804,13.556,-11.922,-12.218,-0.447,-1.786
492,"19:28:33",-10.608,-4.021,-2.041,-7.878,4.500,-0.459,8.886,-9.759,2.599,-4.402
