batch_id,timestamp,reading1,reading2,reading3,reading4,reading5,reading6,reading7,reading8,reading9,reading10
28,"10:11:44",10.514,9.920,7.289,7.869,-7.544,2.389,-10.314,-12.581,-14.710,-11.269
724,"10:11:44",-9.200,-3.720,0.026,-11.489,-7.028,6.007,6.898,-8.269,11.714,0.228
733,"10:11:44",-7.752,-2.061,6.803,-13.714,-11.546,9.957,7.212,5.337,-13.881,-7.782
942,"10:11:44",-5.639,13.753,14.614,-5.394,4.836,10.639,-2.873,-5.162,-5.398,10.046
725,"10:11:44",-5.190,-8.486,12.514,-6.519,12.146,1.613,11.515,7.988,-3.055,14.946
612,"10:11:44",-9.122,0.983,-12.250,-4.524,-1.161,8.082,-12.006,-8.715,12.160,-14.865
235,"10:11:44",2.938,9.527,-6.466,9.642,2.999,14.098,13.537,7.832,-0.246,-3.170
106,"10:11:44",-6.146,13.836,-7.879,-7.061,-10.982,9.257,-14.724,-5.345,-6.502,12.464
869,"10:11:44",-14.136,5.321,1.282,0.043,6.107,6.711,-11.585,-13.611,8.619,-7.799
728,"10:11:44",-6.471,9.283,11.749,-7.029,11.881,8.019,-8.051,13.237,7.961,0.357
765,"10:11:44",3.146,-2.207,-6.022,-1.362,14.122,-14.825,-4.208,12.611,-11.151,10.813
324,"10:11:44",-11.032,-11.044,11.637,3.795,-5.917,-11.442,-7.548,-9.772,-2.771,-14.626
452,"10:11:44",11.952,-4.441,-10.596,8.085,-5.586,10.942,3.778,1.115,-10.815,-10.162
621,"10:11:44",-8.492,-12.181,1.538,-7.833,5.842,-14.168,-0.273,-2.161,0.469,-7.292
283,"10:11:44",-14.421,-6.272,-13.493,8.399,-10.067,-10.772,-5.323,-10.093,-5.826,10.989
141,"10:11:44",-9.326,13.747,-0.165,5.008,7.551,8.370,-11.395,0.096,3.967,-14.956
280,"10:11:44",-7.240,7.690,-13.859,-12.833,-9.921,-6.105,10.329,-14.773,13.200,5.401
312,"10:11:44",6.670,11.761,3.808,0.114,-0.408,12.028,8.714,8.797,-10.855,6.814
676,"10:11:44",5.658,1.271,0.309,-0.895,-1.503,-1.688,13.779,12.793,11.679,3.243
325,"10:11:44",-11.137,13.504,11.687,7.232,4.936,5.103,10.563,-10.034,7.695,-13.867
137,"10:11:44",-14.567,-13.654,6.591,4.323,4.382,-1.313,1.297,-4.871,4.972,13.011
623,"10:11:44",-0.285,-11.000,14.831,5.318,12.516,-11.056,3.119,1.771,-9.039,-1.550
919,"10:11:44",-11.286,-11.675,-12.953,-14.698,3.786,-0.212,-9.621,-7.295,7.593,9.225
456,"10:11:44",-14.679,-9.096,10.706,-11.455,-10.366,-6.184,13.847,-13.102,-7.126,9.105
63,"10:11:44",13.000,11.345,13.778,-4.695,-11.706,-13.669,-10.158,8.698,-14.077,-13.460
348,"10:11:44",-12.437,-0.162,-4.451,-14.226,-2.098,-3.895,5.148,2.985,-5.341,-4.106
184,"10:11:44",13.157,11.021,5.821,4.517,6.705,-7.922,-2.208,7.982,7.004,-14.102
292,"10:11:44",1.423,-10.611,-13.484,-3.349,1.829,1.657,7.534,-10.449,-9.034,-0.936
225,"10:11:44",-7.828,5.587,-3.258,-11.949,-12.780,6.010,-0.485,12.303,-1.536,2.565
479,"10:11:44",-4.659,5.725,-11.580,1.187,11.220,-1.018,-4.530,-3.621,-9.838,10.949
344,"10:11:44",-1.911,-3.068,12.610,-10.027,10.479,-1.329,-9.828,9.180,14.753,-14.974
801,"10:11:44",0.634,6.858,-9.925,2.436,-6.082,-9.491,5.138,5.877,11.159,-5.857
4,"10:11:44",1.735,-1.365,10.098,14.305,4.195,-6.023,14.330,0.277,2.651,10.811
585,"10:11:44",9.103,-14.567,-4.743,-4.063,1.523,1.462,10.031,1.889,0.585,10.426
226,"10:11:44",-11.804,9.370,10.513,-2.299,3.312,-7.154,0.353,3.748,-4.815,-3.246
530,"10:11:44",-0.817,-2.481,7.739,-5.384,-4.184,-14.131,14.401,-1.921,13.977,1.284
192,"10:11:44",7.728,-3.405,-0.928,-2.057,5.582,-4.591,13.641,-7.979,5.705,5.812
564,"10:11:44",-14.822,-1.570,-3.322,-10.137,-14.909,-3.372,-5.183,8.928,6.394,-11.613
458,"10:11:44",-0.332,-14.721,-1.118,3.357,11.111,7.039,14.672,12.009,1.647,-9.836
58,"10:11:44",-3.511,-9.768,-1.189,-8.209,10.582,6.755,-5.398,5.072,-11.578,6.310
497,"10:11:44",11.214,13.084,3.153,7.919,10.308,-7.179,14.189,-14.460,2.281,3.226
